,channelTitle,channelId,video_id,publishedAt,viewCount,likeCount,dislikeCount,commentCount
152,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,uAXrnbb8erQ,2020-03-03T09:39:26Z,76505,2113,26,17
153,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,MnzAhZp_Q44,2020-03-02T17:05:33Z,45739,1789,13,26
154,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,WT0Nv2EPiH4,2020-02-25T15:46:11Z,136469,6613,34,81
155,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,wSBqmPoCu_Y,2020-02-23T17:58:56Z,67300,2209,21,8
156,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,HazDxEtrr7c,2020-02-22T11:21:59Z,79156,2503,22,6
157,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,J3OBnCBmwp8,2020-02-19T19:54:42Z,87492,2431,27,22
158,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,WMGTwPD7jC0,2020-02-18T11:39:18Z,38831,1880,8,13
159,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,rYUh7t9lN7o,2020-02-17T18:09:24Z,57403,2250,19,19
160,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,QUypDrn4ohs,2020-02-15T19:41:37Z,71902,2600,17,33
161,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,fZDtmS2o_mY,2020-02-14T11:54:31Z,41116,1785,8,21
162,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,QMRF3U_8snU,2020-02-13T13:33:08Z,97679,3037,63,17
163,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,HjOh09xfx2s,2020-02-11T10:52:07Z,69164,2072,16,5
164,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,mTO5XByqnlw,2020-02-09T07:43:53Z,77528,2225,43,10
165,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,n6TBP8WLVRY,2020-02-08T10:47:06Z,80171,2309,32,14
166,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,r_GK--WgGiQ,2020-02-06T15:32:00Z,62786,2069,23,16
167,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,oLVY_HCjjN8,2020-02-06T08:09:13Z,70134,2171,48,17
168,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,LYnSX_y_d2g,2020-02-05T16:11:43Z,88436,2533,36,14
169,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,1LyyNHvfZmE,2020-02-04T12:21:56Z,44994,2074,10,20
170,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,JxwClqkxJrA,2020-02-03T10:55:16Z,36605,1684,8,20
171,Noel Ch. 白銀ノエル,UCdyqAaZDKHXg4Ahi7VENThQ,hEh9O5CYsiY,2020-02-02T07:58:33Z,125604,3131,49,26
